timestamp,voltage,current,power,anomaly_score,status,final_conclusion
5172421500000.0,256.62,0.078,20.01636,0.31230423,Normal,Conclusion: Normal - System Healthy
1704072400000.0,256.0,0.146,37.376,0.35107896,Normal,Conclusion: Normal - System Healthy
1704072400000.0,256.58,0.16,41.0528,0.18488905,Normal,Conclusion: Normal - System Healthy
3404072500000.0,257.43,0.038,9.78234,0.021785714,Normal,Conclusion: Normal - System Healthy
1704072400000.0,256.4,0.073,18.7172,0.008866011,Normal,Conclusion: Normal - System Healthy
1704072400000.0,257.16,0.177,45.51732,0.008339712,Normal,Conclusion: Normal - System Healthy
3404072500000.0,256.8,0.111,28.5048,0.007778284,Normal,Conclusion: Normal - System Healthy
544000.0,255.97,0.151,38.65147,0.016190108,Normal,Conclusion: Normal - System Healthy
3404072500000.0,254.68,0.091,23.17588,0.03660509,Normal,Conclusion: Normal - System Healthy
5172335000000.0,301.21097018715847,0.3675101550363335,110.69809035212704,0.07036801,Normal,Conclusion: Normal - System Healthy
755000.0,249.73,0.117,29.21841,0.13839827,Normal,Conclusion: Normal - System Healthy
800000.0,254.79,0.0,0.0,0.16727991,Normal,Conclusion: Normal - System Healthy
1570000.0,256.94,0.044,11.30536,0.11259138,Normal,Conclusion: Normal - System Healthy
3404072500000.0,259.05,0.136,35.2308,0.048322458,Normal,Conclusion: Normal - System Healthy
3404072500000.0,304.0121253697784,0.4077453084609466,123.95951783476828,0.010928248,Normal,Conclusion: Normal - System Healthy
504000.0,256.66,0.148,37.98568,0.21507813,Normal,Conclusion: Normal - System Healthy
1675000.0,257.78,0.151,38.92478,0.28788832,Normal,Conclusion: Normal - System Healthy
3404072500000.0,257.47,0.167,42.99749,0.17001538,Normal,Conclusion: Normal - System Healthy
3404072500000.0,281.52453167205863,0.3538636729812356,99.62130481179688,0.03066992,Normal,Conclusion: Normal - System Healthy
1704072400000.0,255.4,0.159,40.6086,0.16159289,Normal,Conclusion: Normal - System Healthy
3404072500000.0,256.39,0.131,33.58709,0.15744804,Normal,Conclusion: Normal - System Healthy
5172421500000.0,264.36,0.149,39.38964,0.08675307,Normal,Conclusion: Normal - System Healthy
5172335000000.0,255.24,0.122,31.13928,0.12623832,Normal,Conclusion: Normal - System Healthy
677000.0,254.5,0.083,21.1235,0.078927726,Normal,Conclusion: Normal - System Healthy
1704072400000.0,298.6058754839269,0.2624158903433568,78.35892667687222,0.03819548,Normal,Conclusion: Normal - System Healthy
5172421500000.0,257.32,0.041,10.55012,0.2033768,Normal,Conclusion: Normal - System Healthy
2475000.0,293.24567359189086,0.3684688664219678,108.05190093155042,0.31419742,Normal,Conclusion: Normal - System Healthy
1704072400000.0,317.7086671361069,0.3420508749360208,108.67252756866236,0.3744078,Normal,Conclusion: Normal - System Healthy
1704072400000.0,256.43,0.097,24.87371,0.40763846,Normal,Conclusion: Normal - System Healthy
3404072500000.0,257.06,0.101,25.96306,0.39625686,Normal,Conclusion: Normal - System Healthy
5172335000000.0,256.84,0.102,26.19768,0.3178693,Normal,Conclusion: Normal - System Healthy
7000.0,256.42,0.138,35.38596,0.09547532,Normal,Conclusion: Normal - System Healthy
5172421500000.0,293.5135888711929,0.3070499277629466,90.12332626034302,0.014309092,Normal,Conclusion: Normal - System Healthy
5172421500000.0,257.82,0.138,35.57916,0.25491667,Normal,Conclusion: Normal - System Healthy
394000.0,254.87,0.15,38.2305,0.33850446,Normal,Conclusion: Normal - System Healthy
1704072400000.0,304.08439045213976,0.3504295123921902,106.56014467221972,0.18710856,Normal,Conclusion: Normal - System Healthy
3404072500000.0,257.79,0.145,37.37955,0.34792522,Normal,Conclusion: Normal - System Healthy
1704072400000.0,315.7452658055514,0.3484681200505497,110.02715919012162,0.34547937,Normal,Conclusion: Normal - System Healthy
1704072400000.0,264.71,0.149,39.44179,0.3965641,Normal,Conclusion: Normal - System Healthy
1731000.0,258.73,0.0,0.0,0.39788315,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.76,0.108,27.51408,0.35400712,Normal,Conclusion: Normal - System Healthy
1599000.0,256.65,0.146,37.4709,0.122498736,Normal,Conclusion: Normal - System Healthy
1704072400000.0,257.33,0.102,26.24766,0.014509463,Normal,Conclusion: Normal - System Healthy
3404072500000.0,257.48,0.178,45.83144,0.0060962643,Normal,Conclusion: Normal - System Healthy
1704072400000.0,318.5489698382852,0.3018787634286218,96.16316910624288,0.004603987,Normal,Conclusion: Normal - System Healthy
3404072500000.0,254.99,0.173,44.11327,0.23356202,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.9,0.158,40.2742,0.3132538,Normal,Conclusion: Normal - System Healthy
5172335000000.0,253.94,0.154,39.10676,0.1540677,Normal,Conclusion: Normal - System Healthy
1704072400000.0,257.33,0.186,47.86338,0.01819222,Normal,Conclusion: Normal - System Healthy
3404072500000.0,257.15,0.138,35.4867,0.005229603,Normal,Conclusion: Normal - System Healthy
2437000.0,254.18,0.154,39.14372,0.0064878883,Normal,Conclusion: Normal - System Healthy
1678000.0,257.47,0.143,36.81821,0.07789233,Normal,Conclusion: Normal - System Healthy
5172421500000.0,257.81,0.127,32.74187,0.05028302,Normal,Conclusion: Normal - System Healthy
2088000.0,257.71,0.108,27.83268,0.025041249,Normal,Conclusion: Normal - System Healthy
5172421500000.0,260.31,0.0,0.0,0.017789494,Normal,Conclusion: Normal - System Healthy
5172421500000.0,229.0,0.9,206.0,0.01604455,Normal,Conclusion: Normal - System Healthy
1704072400000.0,257.33,0.161,41.43013,0.8055304,Abnormal,Conclusion: Abnormal - High Voltage (Overvoltage Risk)
1704072400000.0,257.4,0.191,49.1634,0.04426509,Normal,Conclusion: Normal - System Healthy
5172421500000.0,257.1,0.0,0.0,0.0052601635,Normal,Conclusion: Normal - System Healthy
3404072500000.0,254.82,0.082,20.89524,0.007155163,Normal,Conclusion: Normal - System Healthy
495000.0,256.62,0.151,38.74962,0.07505023,Normal,Conclusion: Normal - System Healthy
5172421500000.0,256.24,0.163,41.76712,0.32055545,Normal,Conclusion: Normal - System Healthy
5172421500000.0,260.84,0.148,38.60432,0.30400765,Normal,Conclusion: Normal - System Healthy
5172421500000.0,229.0,0.48,110.0,0.09440275,Normal,Conclusion: Normal - System Healthy
357000.0,256.06,0.149,38.15294,0.95830584,Abnormal,Conclusion: Abnormal - High Voltage (Overvoltage Risk)
3404072500000.0,256.22,0.163,41.76386,0.10551663,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.5,0.0,0.0,0.10975079,Normal,Conclusion: Normal - System Healthy
5172421500000.0,256.69,0.153,39.27357,0.16909197,Normal,Conclusion: Normal - System Healthy
1704072400000.0,257.35,0.161,41.43335,0.47517002,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.52,0.084,21.37968,0.507272,Abnormal,Conclusion: Abnormal - Irregular Pattern Detected
3404072500000.0,317.18445065261943,0.393523605258341,124.81956855270518,0.35689142,Normal,Conclusion: Normal - System Healthy
3404072500000.0,256.89,0.111,28.51479,0.39410368,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.86,0.055,14.0173,0.40607458,Normal,Conclusion: Normal - System Healthy
3404072500000.0,259.08,0.0,0.0,0.30494234,Normal,Conclusion: Normal - System Healthy
5172421500000.0,281.81913798409505,0.3847393289779903,108.4269060411564,0.10739286,Normal,Conclusion: Normal - System Healthy
657000.0,254.34,0.124,31.53816,0.20788963,Normal,Conclusion: Normal - System Healthy
3404072500000.0,256.88,0.132,33.90816,0.1005714,Normal,Conclusion: Normal - System Healthy
1704072400000.0,255.34,0.103,26.30002,0.024723707,Normal,Conclusion: Normal - System Healthy
3404072500000.0,258.65,0.144,37.2456,0.01712294,Normal,Conclusion: Normal - System Healthy
5172421500000.0,283.7093792446971,0.2801065018087061,79.46884175055166,0.014189125,Normal,Conclusion: Normal - System Healthy
5172421500000.0,303.06530288929787,0.3963542321929056,120.12121543099803,0.16612639,Normal,Conclusion: Normal - System Healthy
5172335000000.0,254.0,0.091,23.114,0.3607638,Normal,Conclusion: Normal - System Healthy
1704072400000.0,260.0,0.0,0.0,0.37735763,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.07,0.124,31.50468,0.34489307,Normal,Conclusion: Normal - System Healthy
1704072400000.0,256.89,0.191,49.06599,0.09992524,Normal,Conclusion: Normal - System Healthy
5172421500000.0,257.02,0.15,38.553,0.011586173,Normal,Conclusion: Normal - System Healthy
2212000.0,310.3117959372336,0.4130035285772719,128.15986668122784,0.004332489,Normal,Conclusion: Normal - System Healthy
5172335000000.0,287.6408520032297,0.3974361628594629,114.31887650179029,0.20445679,Normal,Conclusion: Normal - System Healthy
1704072400000.0,262.15,0.147,38.53605,0.3774796,Normal,Conclusion: Normal - System Healthy
5172421500000.0,227.0,3.2,726.0,0.39295807,Normal,Conclusion: Normal - System Healthy
3404072500000.0,291.7467775821582,0.322767086694214,94.16625745261804,0.22690211,Normal,Conclusion: Normal - System Healthy
3404072500000.0,255.2,0.217,55.3784,0.035038818,Normal,Conclusion: Normal - System Healthy
3404072500000.0,313.7235829002847,0.3031579200420378,95.10778886018612,0.037467677,Normal,Conclusion: Normal - System Healthy
1704072400000.0,258.45,0.165,42.64425,0.3399912,Normal,Conclusion: Normal - System Healthy
1704072400000.0,256.34,0.096,24.60864,0.37832275,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.26,0.154,39.15604,0.29443163,Normal,Conclusion: Normal - System Healthy
3404072500000.0,253.87,0.15,38.0805,0.04588298,Normal,Conclusion: Normal - System Healthy
3404072500000.0,256.63,0.112,28.74256,0.023530705,Normal,Conclusion: Normal - System Healthy
3404072500000.0,254.2,0.145,36.859,0.012800608,Normal,Conclusion: Normal - System Healthy
3404072500000.0,253.7,0.143,36.2791,0.061246336,Normal,Conclusion: Normal - System Healthy
5172421500000.0,260.59,0.144,37.52496,0.25918308,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.46,0.106,26.97276,0.01739467,Normal,Conclusion: Normal - System Healthy
3404072500000.0,254.08,0.147,37.34976,0.009898344,Normal,Conclusion: Normal - System Healthy
3404072500000.0,264.57,0.142,37.56894,0.009318536,Normal,Conclusion: Normal - System Healthy
1376000.0,256.33,0.182,46.65206,0.0075718067,Normal,Conclusion: Normal - System Healthy
5172421500000.0,257.36,0.136,35.00096,0.0026535324,Normal,Conclusion: Normal - System Healthy
5172421500000.0,255.78,0.087,22.25286,0.00228743,Normal,Conclusion: Normal - System Healthy
5172335000000.0,254.13,0.111,28.20843,0.0070518884,Normal,Conclusion: Normal - System Healthy
5172421500000.0,260.95,0.148,38.6206,0.06784009,Normal,Conclusion: Normal - System Healthy
1704072400000.0,248.88,0.037,9.20856,0.010728804,Normal,Conclusion: Normal - System Healthy
3404072500000.0,299.3721090450982,0.3454914891062177,103.43051575085998,0.21007563,Normal,Conclusion: Normal - System Healthy
1090000.0,259.51,0.147,38.14797,0.10153237,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.62,0.091,23.17042,0.1918182,Normal,Conclusion: Normal - System Healthy
1807000.0,282.6098145176267,0.3283294163254144,92.78911544840602,0.09811496,Normal,Conclusion: Normal - System Healthy
3404072500000.0,256.62,0.218,55.94316,0.24949594,Normal,Conclusion: Normal - System Healthy
1704072400000.0,256.48,0.045,11.5416,0.15540758,Normal,Conclusion: Normal - System Healthy
1128000.0,256.75,0.11,28.2425,0.06968993,Normal,Conclusion: Normal - System Healthy
3404072500000.0,259.03,0.141,36.52323,0.035567336,Normal,Conclusion: Normal - System Healthy
5172421500000.0,257.49,0.148,38.10852,0.028889924,Normal,Conclusion: Normal - System Healthy
5172421500000.0,257.43,0.098,25.22814,0.015148376,Normal,Conclusion: Normal - System Healthy
619000.0,253.49,0.146,37.00954,0.013571873,Normal,Conclusion: Normal - System Healthy
1784000.0,257.46,0.144,37.07424,0.05644375,Normal,Conclusion: Normal - System Healthy
1704072400000.0,256.51,0.135,34.62885,0.048657622,Normal,Conclusion: Normal - System Healthy
2384000.0,257.0,0.065,16.705,0.024610393,Normal,Conclusion: Normal - System Healthy
722000.0,254.96,0.13,33.1448,0.008000761,Normal,Conclusion: Normal - System Healthy
1704072400000.0,260.91,0.096,25.04736,0.027716056,Normal,Conclusion: Normal - System Healthy
586000.0,254.16,0.146,37.10736,0.009965939,Normal,Conclusion: Normal - System Healthy
5172335000000.0,305.29616781654875,0.2832538383937913,86.47631138095251,0.0075830235,Normal,Conclusion: Normal - System Healthy
1832000.0,259.24,0.0,0.0,0.15150888,Normal,Conclusion: Normal - System Healthy
3404072500000.0,313.6533959064257,0.4363172605182957,136.8523904541521,0.32843626,Normal,Conclusion: Normal - System Healthy
3404072500000.0,280.22147081856167,0.3094746310824363,86.72143630295207,0.39277402,Normal,Conclusion: Normal - System Healthy
1704072400000.0,255.8,0.163,41.6954,0.40234467,Normal,Conclusion: Normal - System Healthy
250000.0,257.05,0.137,35.21585,0.35940486,Normal,Conclusion: Normal - System Healthy
3404072500000.0,256.07,0.158,40.45906,0.17647463,Normal,Conclusion: Normal - System Healthy
5172335000000.0,253.59,0.1,25.359,0.018485274,Normal,Conclusion: Normal - System Healthy
3404072500000.0,258.61,0.137,35.42957,0.010912817,Normal,Conclusion: Normal - System Healthy
5172421500000.0,294.0313984544031,0.3480665770625494,102.34250240893866,0.0075766966,Normal,Conclusion: Normal - System Healthy
1704072400000.0,258.99,0.14,36.2586,0.19730942,Normal,Conclusion: Normal - System Healthy
1525000.0,255.9,0.044,11.2596,0.32898337,Normal,Conclusion: Normal - System Healthy
3404072500000.0,300.0986124527986,0.38468490432466,115.44340601936808,0.27013895,Normal,Conclusion: Normal - System Healthy
3404072500000.0,255.81,0.171,43.74351,0.34641057,Normal,Conclusion: Normal - System Healthy
3404072500000.0,258.55,0.0,0.0,0.31145912,Normal,Conclusion: Normal - System Healthy
857000.0,261.96,0.133,34.84068,0.23025303,Normal,Conclusion: Normal - System Healthy
5172421500000.0,257.2,0.092,23.6624,0.14257795,Normal,Conclusion: Normal - System Healthy
3404072500000.0,259.89,0.145,37.68405,0.05815584,Normal,Conclusion: Normal - System Healthy
1699000.0,258.8,0.0,0.0,0.031220198,Normal,Conclusion: Normal - System Healthy
5172421500000.0,255.6,0.083,21.2148,0.046953928,Normal,Conclusion: Normal - System Healthy
3404072500000.0,256.9,0.197,50.6093,0.02383169,Normal,Conclusion: Normal - System Healthy
5172335000000.0,290.4296707842691,0.3316861995780316,96.3315137471331,0.014037388,Normal,Conclusion: Normal - System Healthy
3404072500000.0,254.43,0.186,47.32398,0.13170241,Normal,Conclusion: Normal - System Healthy
421000.0,254.29,0.146,37.12634,0.09951148,Normal,Conclusion: Normal - System Healthy
1936000.0,261.54,0.0,0.0,0.023470078,Normal,Conclusion: Normal - System Healthy
1704072400000.0,310.1322583447612,0.2514671763130459,77.98808328954517,0.024309415,Normal,Conclusion: Normal - System Healthy
5172421500000.0,256.97,0.139,35.71883,0.31813523,Normal,Conclusion: Normal - System Healthy
5172335000000.0,255.24,0.085,21.6954,0.35576054,Normal,Conclusion: Normal - System Healthy
871000.0,256.44,0.137,35.13228,0.18244462,Normal,Conclusion: Normal - System Healthy
237000.0,254.28,0.131,33.31068,0.020293571,Normal,Conclusion: Normal - System Healthy
1704072400000.0,309.06268468940505,0.3428775227192074,105.97064769125072,0.013037081,Normal,Conclusion: Normal - System Healthy
640000.0,253.55,0.119,30.17245,0.1832436,Normal,Conclusion: Normal - System Healthy
3404072500000.0,259.26,0.0,0.0,0.2725796,Normal,Conclusion: Normal - System Healthy
5172335000000.0,254.49,0.217,55.22433,0.25669,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.26,0.133,33.81658,0.038467873,Normal,Conclusion: Normal - System Healthy
5172335000000.0,255.09,0.135,34.43715,0.013992043,Normal,Conclusion: Normal - System Healthy
3404072500000.0,257.68,0.182,46.89776,0.04479093,Normal,Conclusion: Normal - System Healthy
1704072400000.0,255.98,0.068,17.40664,0.04882815,Normal,Conclusion: Normal - System Healthy
3404072500000.0,255.98,0.147,37.62906,0.03378137,Normal,Conclusion: Normal - System Healthy
1327000.0,294.0792922518376,0.2779605783455152,81.74245015376057,0.029670483,Normal,Conclusion: Normal - System Healthy
1091000.0,259.63,0.147,38.16561,0.14797467,Normal,Conclusion: Normal - System Healthy
1704072400000.0,257.35,0.097,24.96295,0.30141827,Normal,Conclusion: Normal - System Healthy
3404072500000.0,254.45,0.144,36.6408,0.24850991,Normal,Conclusion: Normal - System Healthy
5172421500000.0,255.73,0.144,36.82512,0.025776552,Normal,Conclusion: Normal - System Healthy
1104000.0,265.75,0.152,40.394,0.008728056,Normal,Conclusion: Normal - System Healthy
3404072500000.0,313.45955602506046,0.3806051193942816,119.30431174619666,0.0058874562,Normal,Conclusion: Normal - System Healthy
5172335000000.0,254.02,0.1,25.402,0.27093366,Normal,Conclusion: Normal - System Healthy
644000.0,253.68,0.13,32.9784,0.34989855,Normal,Conclusion: Normal - System Healthy
3404072500000.0,261.17,0.163,42.57071,0.193564,Normal,Conclusion: Normal - System Healthy
3404072500000.0,253.79,0.153,38.82987,0.052791964,Normal,Conclusion: Normal - System Healthy
1704072400000.0,257.46,0.149,38.36154,0.009149962,Normal,Conclusion: Normal - System Healthy
3404072500000.0,255.82,0.065,16.6283,0.0054977126,Normal,Conclusion: Normal - System Healthy
5172335000000.0,254.29,0.146,37.12634,0.018327424,Normal,Conclusion: Normal - System Healthy
1529000.0,312.92383571400865,0.3583508226160551,112.1365139442863,0.123485155,Normal,Conclusion: Normal - System Healthy
181000.0,286.39523174311574,0.335497994022346,96.08502574738024,0.21359469,Normal,Conclusion: Normal - System Healthy
1704072400000.0,254.75,0.183,46.61925,0.36400548,Normal,Conclusion: Normal - System Healthy
1704072400000.0,257.92,0.035,9.0272,0.35375404,Normal,Conclusion: Normal - System Healthy
1704072400000.0,256.23,0.078,19.98594,0.28032875,Normal,Conclusion: Normal - System Healthy
1704072400000.0,257.39,0.191,49.16149,0.08592325,Normal,Conclusion: Normal - System Healthy
1502000.0,258.36,0.102,26.35272,0.013926215,Normal,Conclusion: Normal - System Healthy
5172335000000.0,254.32,0.134,34.07888,0.0076541416,Normal,Conclusion: Normal - System Healthy
5172421500000.0,299.7067774924147,0.3890971450844459,116.61505148475784,0.01173221,Normal,Conclusion: Normal - System Healthy
743000.0,250.01,0.108,27.00108,0.189105,Normal,Conclusion: Normal - System Healthy
5172421500000.0,261.12,0.165,43.0848,0.22202908,Normal,Conclusion: Normal - System Healthy
3404072500000.0,254.62,0.091,23.17042,0.12794936,Normal,Conclusion: Normal - System Healthy
665000.0,254.31,0.113,28.73703,0.029923147,Normal,Conclusion: Normal - System Healthy
5172335000000.0,253.9,0.105,26.6595,0.018013721,Normal,Conclusion: Normal - System Healthy
3404072500000.0,254.5,0.156,39.702,0.04100491,Normal,Conclusion: Normal - System Healthy
